Timestamp,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
12/6/2016 14:36:43,"sturgill simpson, A Sailor's Guide to Earth ","Local natives, Sunlit Youth","Phantogram, Three","Anderson Paak, Malibu","Boombox,  Bits & Pieces "
12/6/2016 1:21:19,"A Tribe Called Quest, We Got it From Here, Thank You 4 Your Service","Nxworries, Yes Lawd!","Solange, A Seat At the Table","Anderson Paak., Malibu","Schoolboy Q, Blankface LP"
12/5/2016 16:37:02,"James Blake, The Colour In Anything","David Bowie, Blackstar","Jamie Woon, Making Time","Anderson. Paak, Malibu","Radiohead, A Moon Shaped Pool"
12/5/2016 14:44:12,"Chance the Rapper, Coloring Book","Beyonce, Lemonade","Frank Ocean, Blonde","Anderson.Paak, Malibu","Bon Iver, 22, A Million"
12/7/2016 19:28:50,"Bon Iver, 22, A Million","Chance the Rapper, Coloring Book","Radiohead, A Moon-Shaped Pool","Anderson.Paak, Malibu","David Bowie, Blackstar"
12/6/2016 15:42:09,"sturgill simpson, a sailor's guide to death","chance the rapper, coloring book","weezer, weezer","anderson.paak, malibu","the avett brothers, true sadness"
12/5/2016 16:12:41,"The 1975, I like it when you sleep, for you are so beautiful yet so unaware of it ","Glass Animals, How To Be A Human Being ","Lianne La Havas, Blood Solo EP ","Anderson.Paak, Malibu ","Johnnyswim, Georgica Pond "
12/6/2016 0:55:17,David Bowie - Blackstar,King Crimson - Live in Toronto ,Leonard Cohen - You wanted it Darker,Anderson/Stolt - Invention of Knowledge ,Radiohead - A Moon Shaped Pool 
12/6/2016 8:44:02,Hamilton Leithauser + Rostam - I Had a Dream That You Were Mine,Rihanna - ANTI,Angel Olsen - My Woman,Andrew Bird - Are You Serious,Mitski - Puberty 2
12/8/2016 21:43:49,"Radiohead, A Moon Shaped Pool","AURORA,  All My Demons","Fruit Bats,  Absolute Loser","Andrew Bird,  Are You Serious ","Mitski,  Puberty 2"
12/8/2016 12:53:52,"Paul Simon, Stranger to Stranger","Conor Oberst, Ruminations","Avett Brothers, True Sadness","Andrew Bird, Are You Serious","Keaton Henson, Kindly Now"
12/5/2016 17:45:16,"David Bowie, Blackstar","Bon Iver, 22, A Million","Carly Rae Jepsen, Emotion B-Sides","Andrew Bird, Are You Serious","Sia, This is Acting"
12/6/2016 15:37:46,"Sturgill Simpson, A Sailor's Guide to Earth","Dyan, Looking for Knives","Case/Lang/Veirs, Case/Lang/Veirs","Andrew Bird, Are You Serious","Regina Spektor, Remember Us To Life"
12/8/2016 15:51:32,"Margo Price, Midwest Farmer's Daughter","Lori McKenna, The Bird & the Rifle","case/lang/veirs, case/lang/veirs","Andrew Bird, Are You Serious","Drive-By Truckers, American Band"
12/5/2016 21:06:29,"The Posies, Solid States","Gord Downie, Secret Path","David Bowie, Blackstar","Andrew Bird, Are You Serious","The Tragically Hip, Man Machine Poem"
12/6/2016 13:55:53,"Angel Olsen, MY WOMAN","Big Thief, Masterpiece","Dexateens, Teenage Hallelujah","Andrew Bird, Are you serious?","Drive-By Truckers, American Band"
12/8/2016 7:46:10,"Lucius, Good Grief","Mutual Benefit, Skip a Sinking Stone","Kishi Bashi, Sonderlust","Andrew Bird, Are you Serious?","Charles Bradley, Changes"
12/11/2016 14:49:16,"Car Seat Headrest, Teens of Denial","Big Thief, Masterpiece","Ry X, Dawn","Andrew Bird, Are You Serious?",
12/7/2016 10:38:13,Tribe Called Quest-we got it from here...thank you for your service,Wilco-Schmilco,Angel Olsen-This Woman,Andy Schauf- The Party,David Bowie-Black Star
12/7/2016 16:43:42,Wilco-Schmilco,Solange-Seat at the Table,Anderson.Paak-Malibu,Andy Schauf-The Party,Angel Olsen-My Woman
12/7/2016 16:42:30,Anderson.Paak-Malibu,Solange-A Seat at the Table,Tribe Called Quest-We Got this...Thank You for your service,Andy Schauf-The Party,Angel Olsen-My Woman
12/6/2016 21:52:17,Beyonce - Lemonade,Jim James - Eternally Even,Angle Olsen - my woman,Andy Shauf - the party,Frank Ocean - Blonde
12/5/2016 15:19:42,"Sturgill Simpson, A Sailor's Guide to Earth","Michael Kiwanuka, Love & Hate","Lee Fields & The Expressions, Special Night","Andy Shauf, The Party","A Tribe Called Quest, We got it from Here...Thank you 4 your Service "
12/9/2016 20:06:45,"Laish, Pendulum Swing","Andrew Bird, Are You Serious","Lisa Hannigan, At Swim","Andy Shauf, The Party","Damien Jurado, Visions of Us on the Land"
12/9/2016 14:37:07,"Beyonce, Lemonade","Rihanna, Anti","A Tribe Called Quest, We got it from here","Angel Olsen, My Woman","Muddy Magnolias, Broken People"
12/5/2016 18:00:26,"ZAYN, Mind of Mine","AURORA, All My Demons Greeting Me As A Friend","Beyonce, Lemonade","Angel Olsen, MY WOMAN","Anya Marina, Paper Plane"
12/7/2016 4:04:06,"Joanna Newsom, Divers","Margo Price, Midwest Farmers Daughter","Beyonce, Lemonade","Angel Olsen, My Woman","Radiohead, Moon Shaped Pool"
12/12/2016 10:37:36,"nxworries, yes lawd","chance the rapper, coloring book","blood orange, freetown sound","angel olsen, my woman","wilso, schmilco"
12/5/2016 20:15:43,"A Tribe Called Quest, we got it from here, thank you","Radiohead, A Moon Shaped Pool","bon iver, 22, a million","angel olsen, my woman","Juliana Barwick, I Will"
12/8/2016 13:51:24,"Whitney, Light Upon The Lake","Radiohead, Moon Shaped Pool","Car Seat Headrest, Teens Of Denial","Angel Olsen, My Woman","Lucy Dacus, No Burden"
12/5/2016 17:17:34,"Car Seat Headrest, Teens of Denial","Parquet Courts, Human Performance","Cate Le Bon, Crab Day","Angel Olsen, My Woman","Whitney, Light Upon The Lake"
12/5/2016 14:46:02,"Car Seat Headrest, Teens of Denial","Beyonce, Lemonade","Chance the Rapper, Coloring Book","Angel Olsen, My Woman","Mitski, Puberty 2"
12/6/2016 10:56:56,"Car Seat Headrest, Teens of Denial","Whitney, Light Upon the Lake","Chance the Rapper, Coloring Book","Angel Olsen, MY WOMAN","Anderson .Paak, Malibu"
12/8/2016 10:20:30,"Frank Ocean, Blonde","Lucius, Good Grief","Childish Gambino, Awaken, My Love!","Angel Olsen, My Woman","Local Natives, Sunlit Youth"
12/6/2016 1:12:39,"Jenny Hval, Blood Bitch","Elysia Crampton, Elysia Crampton Presents The Demon City","Danny Brown, Atrocity Exhibition","Angel Olsen, MY WOMAN","Young Thug, Jeffrey"
12/5/2016 15:15:09,"Car Seat Headrest, Teens of Denial","Andrew Bird, Are you Serious?","Deerhoof, The Magic","Angel Olsen, My Woman","Margaret Glaspy, Emotions and Math"
12/5/2016 17:23:20,"Chance The Rapper, Colouring book","Car Seat Headrest, Teens of Denial","Frank Ocean, Blonde","Angel Olsen, MY WOMAN","William Tyler, Modern Country"
12/6/2016 2:40:34,"Mitski, Puberty 2","Porches, Pool","Frankie Cosmos, Next Thing","Angel Olsen, My Woman","Soul Low, Nosebleeds"
12/5/2016 16:40:07,"Tegan and Sara, Love You to Death","Local Natives, Sunlit Youth","Glass Animals, How to Be a Human Being","Angel Olsen, My Woman","Frank Ocean, Blonde"
12/5/2016 17:00:51,"Japanese Breakfast, Psychopomp","The Gooch Palms, Introverted Extroverts","High Spirits, Motivator","Angel Olsen, My Woman","Kvelertak, Nattesferd"
12/9/2016 13:45:05,"David Bowie, Blackstar","Beyonce, Lemonade","Leonard Cohen, You Want It Darker","Angel Olsen, My Woman",
12/7/2016 6:28:06,"Car seat headrest,  teens of denial ","Carter tanton, jettison the valley",Local natives sunlit youth,"Angel Olsen, my woman","Radiohead, a moon shaped pool"
12/6/2016 5:51:42,"Solange, A Seat at the Table","Ariana Grande, Dangerous Woman","Mitski, Puberty 2","Angel Olsen, My Woman","Beyoncé, Lemonade"
12/6/2016 0:59:30,"Nothing, Tired of Tomorrow ","Honeyblood, Babes Never Die","Nick Cave & The Bad Seeds, Skeleton Tree","Angel Olsen, My Woman","David Bowie, Black Star"
12/6/2016 11:12:55,"Chance the Rapper, Coloring Book","Beyonce, Lemonade","Noname, Telefone","Angel Olsen, MY WOMAN",
12/6/2016 15:53:23,"David Bowie, Blackstar","A Tribe Called Quest, We Got It from Here... Thank You 4 Your Service","Radiohead, A Moon Shaped Pool","Angel Olsen, My Woman","Car Seat Headrest, Teens of Denial"
12/5/2016 13:14:18,"Frank Ocean, Blonde","Danny Brown, Atrocity Exhibition","Radiohead, A Moon Shaped Pool","Angel Olsen, My Woman","Kanye West, The Life of Pablo"
12/6/2016 9:43:27,"Jeff Rosenstock, Worry","Danny Brown, Attrocity Exhibition ","Radiohead, A Moon Shaped Pool","Angel Olsen, My Woman","Death Grips, Bottomless Pit"
12/9/2016 17:09:08,"drive-by truckers, american band","lydia loveless, real","sturgill Simpson, a sailors guide","Angel Olsen, my woman","hiss golden messenger, heart like a levee"
12/5/2016 16:06:54,"Conor Oberst, Rhuminations","Ages and Ages, Something To Ruin","Wilco, Schmilco","Angel Olsen, My Woman","Lucy Dacus, No Burden"
12/5/2016 14:25:51,"The Posies, Solid States","Kendrick Lamar, Untitled Unmastered","Wilco, Schmilco","Angel Olsen, My Woman","David Bowie, Blackstar"
12/10/2016 11:42:37,"Kaytranada, 99.9%","Anderson .Paak, Malibu","Xenia Rubinos, Black Terry Cat","Angel Olsen, MY WOMAN","case/lang/veirs, case/lang/veirs"
12/10/2016 18:17:51,"David Bowie, Blackstar","Radiohead, A Moon Shaped Pool","Iggy Pop, Post Pop Depression ","Angel Olsen, My Women","Sturgill Simpson, Sailers Guide To The Galaxy"
12/9/2016 9:01:53,Laura Mvula: The Dreaming Room,Cate Le Bon: Crab Day,Alex Cameron: Jumping the Shar,Angel Olsen: My Woman,Clark: The Last Panthers
12/6/2016 11:39:40,"Mitski, Puberty 2","Brian Fallon, Pain Killers","Bon Iver, 22 A Million","Angel Olson, My Woman","Sam Beam and Jessica Hoop, Love Letter for Fire"
12/5/2016 16:47:32,Car Seat Headrest Teens of Denial,Radiohead A Moon Shaped Pool,"Bon Iver, 22, A Million","Angel Olson, My Woman",Mitski Puberty 2
12/6/2016 18:08:42,"Ra Ra Riot, Need Your Light","Santigold, 99¢","Local Natives, Sunlit Youth","Angel Olson, My Woman","Bon Iver, 22, A Million"
12/6/2016 19:40:48,"Leonard Cohen, You Want It Darker","David Bowie, Blackstar","Radiohead, A Moon Shaped Pool","Angel Olson, My Woman","Okkervil River, Away"
12/5/2016 13:06:50,"Radiohead, Moonshaped Pool",Wheeler Walker Redneck Sh**,"Leonard Cohen, You Want it Darker",Animal Collective Painting With,"The Claypol Lennon Dileriam, The Monolith of Phobos"
12/5/2016 19:34:45,"Royal Canoe, Something Got Lost Between Here and the Orbit","Sam Beam and Jesca Hoop, Love Letter for Fire","Vulfpeck, The Beautiful Game","Animal Collective, Painting With","Modern Baseball, Holy Ghost"
12/5/2016 15:47:26,"David Bowie, Blackstar","Santana, Santana IV","Fallujah, Dreamless","Animals as Leaders, The Madness of Many","Death Grips, Bottomless Pit"
12/8/2016 11:08:28,"Architects, All our Gods have abandoned us","Steven Wilson, 4 1/2","In Flames, Battles","Animals as Leaders, The Madness of Many","Avenged Sevenfold, The Stage"
12/5/2016 12:54:04,"Angel Olsen, MY WOMAN","Big Thief, Masterpiece","Beyonce, Lemonade","Anna Meredith, Varmints","Thao and the Get Down Stay Down, A Man Alive"
12/9/2016 13:13:49,"Ruth Theodore, Cactacus","Freddy & Francine, Gung-ho","Allison Miller, Otis Was a Polar Bear","Anna Vogelzang, Hiker","Hadestown, Live Cast Recording EP"
12/10/2016 12:35:05,"Beyonce, Lemonade ","David Bowie, Blackstar","Radiohead, Mood Shaped Pool","Anohni,  Hopelessness","Michael Kwinuka, Love & Hate"
12/9/2016 1:04:06,"blink-182, california","stephen kellogg, south west north east","mooseblood, blush","Anohni, hopeless","the summer set, stories for monday"
12/6/2016 15:36:48,"Moby, These Systems are failing","Nick Cave, The Skeleton Tree","Radiohead, a Moon Shaped pool","Anohni, Hopelessness","PJ Harvey, The Hope Six demolition Project"
12/8/2016 10:27:53,"Shearwater, Jet Plane and Oxbow","Ian William Craig, Centres","Sharon Jones & the Dap Kings, Miss Sharon Jones!","Anohni, Hopelessness","Ben Watt, Fever Dream"
12/6/2016 17:32:14,"Paul Simon, Stranger to Stranger","Leonard Cohen, You Want It Darker","Lucinda Williams, Ghosts of Highway 20","Anon, Hopelessness","Loretta Lynn, Full Circle"
12/5/2016 14:34:44,A Moon Shaped Pool,Blond,Mind of Mine,Anti,Lemonade
12/11/2016 17:49:36,Mind of Mine ,Starboy ,The Life of Pablo ,ANTI,VIEWS
12/11/2016 12:02:02,Mind of mine,Made in the am,View,Anti,1898
12/6/2016 7:22:18,Mind Of Mine,Head Full Of Dreams,Views,ANTI,Dangerous Woman
12/11/2016 17:35:25,"Mind of Mine, ZAYN","24k Magic, Bruno Mars","Awaken! My Love, Childish Gambino","ANTI, Rihanna","Lemonade, Beyonce"
12/11/2016 13:25:56,"Zayn Malik,Mind of Mine","Justin Bieber,Purpose","Confident,Demi Lovato","ANTI,Rihanna","1989,Taylor Swift"
12/6/2016 5:44:51,"Slim Cessna's Auto Club, The Commandments According to SCAC","Bob Weir, Blue Mountain","Dengue Fever, oh wait that was last year","any old Bongwater album, when will y'all catch up?","New music is mostly dull, honestly"
12/6/2016 19:23:48,"Ludvig Moon, Kin","Weezer, Weezer (White Album)","The Posies, Solid State","Apothek, Apothek","Autolux, PUSSY'S DEAD"
12/11/2016 22:39:51,"Dance Gavin Dance, Mothership","Periphery, Select Difficult ","The Devil Wears Prada, Transit Blues","Architects, All Our Gods Have Abandoned Us","In Flames, Battles "
12/11/2016 13:38:07,"Zayn, Mind of mine ","Rihanna, anti ","Drake, views ","Ariana Grande, Damgerous Woman ","Travis Scott, Birds in the trap song Brian Mcnight "
12/5/2016 23:50:25,"Rihanna, ANTI","ZAYN, Mind of Mine","Beyoncé, Lemonade","Ariana Grande, Dangerous Woman","Solange, A Seat at the Table"
12/9/2016 13:51:49,"Beyonce, Lemonade","Rihanna, Anti","Chris Staples, Golden Age","Ariana Grande, Dangerous Woman","Frank Ocean, Blonde"
12/5/2016 18:58:32,"ZAYN, Mind Of Mine","Shawn Mendes, Illuminate","Little Mix, Glory Days","Ariana Grande, Dangerous Woman","CNCO, Primera Cita"
12/5/2016 15:01:39,"Zayn, Mind of Mine","Beyonce, Lemonade","Rihanna, Anti","Ariana Grande, Dangerous Woman","BANKS, The Altar"
12/5/2016 15:28:58,"Zayn, Mind of Mine","Beyonće, Lemonade ","The Weeknd, Starboy","Ariana Grande, Dangerous Woman","Rihanna, Anti"
12/11/2016 12:45:42,"ZAYN, Mind of mine","Demi Lovato, Confident","The weeknd, Starboy","Ariana Grande, Dangerous Woman","Nick jonas, LYWC"
12/11/2016 17:20:38,"Kanye West, The Life of Pablo","Drake, Views","Zayn, Mind of Mine","Ariana Grande, Dangerous Woman","Shawn Mendes, Illuminate"
12/5/2016 18:44:29,"Zayn, Mind of mine ","Rihanna, Anti","Beyoncé, Lemonade ","Ariana Grande, Dangerous Woman ","The Weeknd, Starboy"
12/11/2016 16:10:58,"Zayn, Mind of Mine","Beyonce, Lemonade ","Rihanna, Anti","Ariana Grande, Dangerous Woman ","The weeknd, Starboy"
12/5/2016 13:18:46,"Chris Staples, Golden Age","Kaytranada, 99.9%","Michael Kiwanuka, Love & Hate","Arkells, Morning Report","Hannah Georgas, For Evelyn"
12/5/2016 16:21:56,"Chase Shewbridge, Cherry","Wet, Don't You","Lady Gaga, Joanne","ASAP Mob, Cozy Tapes","Banks, The Altar"
12/5/2016 14:38:38,"Angel Olsen, MY WOMAN","Kanye West, TLOP","The Avalanches, Wildflower","ATCQ, We Got it From Here...","A Giant Dog, Pile"
12/6/2016 13:56:58,"Aesop Rock, the Impossible Kid","Regina Spektor, Remember Us to Life","Open Mike Eagle, Hella Personal Film Festival ","Atmosphere, Fishing Blues","Bon Iver, 22 a Million "
12/6/2016 15:51:27,"Aesop Rock, the Impossible Kid","Regina Spektor, Remember Us to Life","Open Mike Eagle, Hella Personal Film Festival ","Atmosphere, Fishing Blues","Bon Iver, 22 a Million "
12/6/2016 10:18:13,"Anderson Paak, Malibu","Schoolboy Q, Blank Face","Ology, Gallant","Atrocity Exhibition, Danny Brown","Awaken My Love, Childish Gambino"
12/5/2016 18:29:26,"Brandy Clark, Big Day in a Small Town  ","Blackberry Smoke, Like An Arrow ","Maren Morris, Hero ","Aubrie Sellers, New City Blues ","Margo Price, Midwest Farmer's Daughter "
12/5/2016 12:59:22,Michael Kiwanuka - Love & Hate,Frightened Rabbit - Painting of a Panic Attack,Radiohead - A Moon Shaped Pool,Augustines - This Is Your Life,Shearwater - Jet Plane & Oxbow
12/12/2016 9:20:38,"bon iver, 22 a million","beirut, no no no",lapsley - long way home,aurora - all my demons greeting me as a friend,
12/5/2016 21:08:29,"Thao & the Get Down Stay Down, A Man Alive","Whitney, Light Upon the Lake","Margaret Glaspy, Emotions and Math","Aurora, All My Demons Greeting Me As A Friend","Angelica Garcia, Medicine for Birds"
12/6/2016 21:19:18,"Weezer, White Album","Cloud Cult, The Seeker","Radical Face, The Leaves","AURORA, All My Demons Greeting Me as a friend","Fialta, Shadow of a Drought"
12/6/2016 1:43:58,"John Paul White, Beulah","Young the Giant, Home of the Strange","Sarah Jarosz, Undercurrent","Aurora, All My Demons Greeting Me as a Friend","Sia, This is Acting"
12/6/2016 15:36:29,"Car Seat Headrest, Teens of Denial","Mitski, Puberty 2","ANOHNI, Hopelessness","Autolux, Pussy's Dead","Angel Olsen, My Woman"
12/5/2016 13:00:15,"The Posies, Solid States","Bon Iver, 22, A Million","Sturgill Simpson, A Sailor's Guide to Earth","Autolux, Pussys Dead","Neil Young, Peace Trail"
12/6/2016 11:01:43,"I like it when you sleep, for you are so beautiful yet so unaware of it","Awaken, My Love!",Monsters Inc.,Avengers 2 ,wyd?
12/6/2016 1:15:23,"Sara Watkins, Young In All The Wrong Ways","Dan Layus, Dangerous Things","Dead Horses, Cartoon Moon","Avett Brothers, True Sadness","Jonathan David & Melissa Helser, Beautiful Surrender"
12/6/2016 6:47:17,"Kaytranada, 99.9%","Flume, Skin","The Weeknd, Starboy","Baauer, Aa","Kanye West, The Life Of Pablo"
12/5/2016 13:21:07,"BTS, Wings","Agust D, Agust D","Lindsey Stirling, Brave Enough","Babymetal, Metal Resistance","Red Velvet, Russian Roulette"
12/11/2016 12:52:14,Kind of Mine - Zayn,Starboy - The Weeknd,Glory Days - Little Mix,Back from the edge - James Arthur,7/27 - Fifth Harmony
12/12/2016 11:39:47,"22, A Million, Bon Iver","Emotions and Math, Margaret Glaspy","(self-titled), Lula Wiles","Back On Top, The Front Bottoms","No Burden, Lucy Dacus"
12/12/2016 11:39:48,"22, A Million, Bon Iver","Emotions and Math, Margaret Glaspy","(self-titled), Lula Wiles","Back On Top, The Front Bottoms","No Burden, Lucy Dacus"
12/8/2016 10:30:39,Pinegrove - Cardinal,Culture Abuse - Peach,Car Seat Headrest- Teens Of Denial,Balance And Composure - Light We Made,Chance The Rapper - Coloring Book
12/5/2016 15:57:01,"Silent Planet, Everything was sound","Hail the sun, Culture scars","Låpsley, Long way home","Balance and composure, Light we made","All sons & daughters, Poets & saints"
12/12/2016 11:37:52,The Avett Brothers,Sturgill Simpson,The Head and the Heart,Band of Horses ,The Lumineers
12/6/2016 19:41:17,Jayhawks - Paging Mr. Proust,Dawes - We're All Gonna Die,Amanda Shires - My Piece of Land,Band of Horses - Why Are You OK,David Crosby - Lighthouse
